,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
788648,CASH_OUT,152042.16,152042.16,0.0,710428.02,862470.18,1
789625,TRANSFER,261893.93,0.0,0.0,390624.95,652518.87,0
790675,CASH_IN,81813.43,5870262.09,5952075.52,10018568.25,9936754.82,0
791706,CASH_OUT,63566.46,22081.0,0.0,48104.27,111670.73,0
791913,CASH_OUT,57638.89,0.0,0.0,104685.27,162324.16,0
792109,TRANSFER,26950.06,26950.06,0.0,0.0,0.0,1
792110,CASH_OUT,26950.06,26950.06,0.0,255430.21,282380.27,1
792134,CASH_OUT,218733.71,60322.0,0.0,392493.7,611227.42,0
792846,TRANSFER,62990.81,26916.0,0.0,70867.09,133857.9,0
795837,CASH_OUT,59055.43,0.0,0.0,1107700.3,1166755.73,0
796052,CASH_OUT,80050.13,0.0,0.0,88461.32,168511.45,0
797453,PAYMENT,3198.39,3752.97,554.57,0.0,0.0,0
797459,CASH_OUT,247690.94,1229872.55,982181.61,148808.89,396499.83,0
798049,TRANSFER,657953.64,0.0,0.0,5492970.36,6150924.0,0
798102,CASH_OUT,93150.41,535.0,0.0,10552.13,103702.54,0
798313,CASH_OUT,10333.0,0.0,0.0,410433.02,420766.02,0
798523,CASH_OUT,59847.99,0.0,0.0,935588.58,995436.57,0
798754,CASH_IN,21595.06,7873305.33,7894900.39,1781736.45,1544809.63,0
799770,PAYMENT,15976.75,45521.54,29544.79,0.0,0.0,0
800042,TRANSFER,56810.26,0.0,0.0,3395209.09,3452019.35,0
800282,PAYMENT,6630.87,46040.0,39409.13,0.0,0.0,0
800385,TRANSFER,20314.97,20314.97,0.0,0.0,0.0,1
800386,CASH_OUT,20314.97,20314.97,0.0,1270005.54,1290320.51,1
800401,PAYMENT,7481.83,0.0,0.0,0.0,0.0,0
801669,PAYMENT,13282.8,428091.81,414809.02,0.0,0.0,0
801775,PAYMENT,25708.68,72592.0,46883.32,0.0,0.0,0
801933,TRANSFER,6188772.44,6188772.44,0.0,0.0,0.0,1
801934,CASH_OUT,6188772.44,6188772.44,0.0,6056796.74,12442836.61,1
802117,PAYMENT,8625.42,1091.94,0.0,0.0,0.0,0
803430,PAYMENT,17333.26,595593.84,578260.58,0.0,0.0,0
803770,PAYMENT,390.93,0.0,0.0,0.0,0.0,0
804008,CASH_IN,196892.25,434849.03,631741.28,0.0,0.0,0
804589,CASH_OUT,24129.49,0.0,0.0,2745182.34,2769311.82,0
805429,TRANSFER,2757431.53,2757431.53,0.0,0.0,0.0,1
805430,CASH_OUT,2757431.53,2757431.53,0.0,0.0,2757431.53,1
805870,CASH_OUT,672674.4,21410.0,0.0,67204.85,739879.25,0
806007,PAYMENT,6529.23,15477.0,8947.77,0.0,0.0,0
806935,PAYMENT,7780.67,608.0,0.0,0.0,0.0,0
807300,CASH_IN,327204.37,12710748.66,13037953.03,2012768.65,1685564.28,0
808587,CASH_OUT,180181.7,0.0,0.0,2629374.95,3308876.78,0
809622,CASH_IN,165952.6,10574698.57,10740651.18,1608501.82,1442549.22,0
810366,CASH_IN,221061.28,31893.0,252954.28,42604.34,0.0,0
810440,TRANSFER,1432563.59,0.0,0.0,10255679.38,11688242.97,0
812400,CASH_OUT,76309.51,0.0,0.0,152295.92,228605.43,0
813037,CASH_OUT,323544.21,157945.0,0.0,0.0,323544.21,0
814343,CASH_OUT,239038.81,389776.42,150737.61,64284.78,303323.59,0
814603,CASH_OUT,738605.66,19959.0,0.0,1546.5,740152.15,0
816250,PAYMENT,22754.29,0.0,0.0,0.0,0.0,0
817010,TRANSFER,7887.75,7887.75,0.0,0.0,0.0,1
817011,CASH_OUT,7887.75,7887.75,0.0,0.0,7887.75,1
818158,CASH_OUT,66929.54,0.0,0.0,272661.46,339591.0,0
818365,PAYMENT,15866.58,0.0,0.0,0.0,0.0,0
819198,TRANSFER,31930.24,31930.24,0.0,0.0,0.0,1
819199,CASH_OUT,31930.24,31930.24,0.0,113287.58,145217.82,1
819543,TRANSFER,212613.29,212613.29,0.0,0.0,0.0,1
819544,CASH_OUT,212613.29,212613.29,0.0,1370788.41,1583401.69,1
823156,CASH_OUT,154593.84,47901.0,0.0,20026.0,0.0,0
824424,PAYMENT,400.95,101975.0,101574.05,0.0,0.0,0
825446,PAYMENT,32796.27,66313.0,33516.73,0.0,0.0,0
825897,PAYMENT,2772.55,638883.0,636110.45,0.0,0.0,0
826281,CASH_OUT,597182.09,413210.0,0.0,57962.33,655144.43,0
826501,CASH_IN,333676.15,30178.0,363854.15,1891590.33,1557914.18,0
827666,CASH_IN,141186.87,5833796.73,5974983.6,332410.99,191224.11,0
828158,PAYMENT,3870.3,0.0,0.0,0.0,0.0,0
829817,PAYMENT,4932.41,0.0,0.0,0.0,0.0,0
831840,CASH_IN,281390.11,5178390.0,5459780.11,300191.32,18801.21,0
832008,CASH_OUT,99165.95,343012.0,243846.05,2002062.5,2101228.45,0
832740,PAYMENT,877.28,0.0,0.0,0.0,0.0,0
832917,CASH_IN,145772.09,44839.0,190611.09,82233.91,0.0,0
833420,CASH_IN,3370.95,19233729.25,19237100.2,245130.21,307756.68,0
835249,CASH_OUT,105797.22,4766.0,0.0,75507.88,181305.1,0
836541,CASH_IN,501822.45,103765.0,605587.45,89003.93,0.0,0
836589,CASH_IN,370940.19,1141956.04,1512896.22,643845.53,272905.34,0
837978,PAYMENT,15258.8,245123.8,229865.0,0.0,0.0,0
840015,TRANSFER,117524.55,0.0,0.0,493460.88,610985.43,0
841298,PAYMENT,259.37,0.0,0.0,0.0,0.0,0
841751,TRANSFER,581889.94,581889.94,0.0,0.0,0.0,1
841752,CASH_OUT,581889.94,581889.94,0.0,359585.03,941474.97,1
842458,CASH_OUT,47187.67,51118.0,3930.33,0.0,47187.67,0
842741,PAYMENT,24076.58,255904.5,231827.93,0.0,0.0,0
842746,PAYMENT,6165.84,212754.06,206588.22,0.0,0.0,0
844798,TRANSFER,53464.82,0.0,0.0,1479182.34,1532647.16,0
846009,CASH_OUT,97529.55,0.0,0.0,1310504.18,1408033.73,0
846961,CASH_OUT,292945.38,101138.0,0.0,0.0,292945.38,0
847458,PAYMENT,13272.31,0.0,0.0,0.0,0.0,0
847656,CASH_OUT,275173.07,0.0,0.0,483840.94,759014.01,0
847965,CASH_OUT,74701.34,0.0,0.0,1178012.12,1252713.46,0
848428,TRANSFER,1783144.33,1783144.33,0.0,0.0,0.0,1
848429,CASH_OUT,1783144.33,1783144.33,0.0,1793786.8,3576931.13,1
849356,PAYMENT,1530.22,0.0,0.0,0.0,0.0,0
850709,CASH_OUT,233819.82,0.0,0.0,379089.9,612909.72,0
852627,PAYMENT,7138.46,0.0,0.0,0.0,0.0,0
853060,CASH_OUT,173142.26,29974.0,0.0,279346.16,452488.41,0
854010,CASH_IN,266437.41,82764.0,349201.41,575332.83,308895.43,0
854095,CASH_OUT,310517.34,5090.0,0.0,0.0,310517.34,0
854216,TRANSFER,82806.2,82806.2,0.0,0.0,0.0,1
854217,CASH_OUT,82806.2,82806.2,0.0,0.0,0.0,1
854856,TRANSFER,32690.68,32690.68,0.0,0.0,0.0,1
854857,CASH_OUT,32690.68,32690.68,0.0,2361188.1,2393878.78,1
855227,TRANSFER,1270564.34,1270564.34,0.0,0.0,0.0,1
855228,CASH_OUT,1270564.34,1270564.34,0.0,0.0,1270564.34,1
855279,PAYMENT,6308.9,45045.0,38736.1,0.0,0.0,0
855429,PAYMENT,6125.05,0.0,0.0,0.0,0.0,0
855742,CASH_OUT,143510.33,0.0,0.0,836959.48,980469.81,0
856311,CASH_OUT,522455.69,30529.0,0.0,0.0,712437.0,0
858023,TRANSFER,2885466.96,2885466.96,0.0,0.0,0.0,1
858024,CASH_OUT,2885466.96,2885466.96,0.0,28131.01,3268477.05,1
858581,CASH_OUT,162822.13,0.0,0.0,506697.0,718568.34,0
859072,PAYMENT,7544.18,193193.0,185648.82,0.0,0.0,0
860510,CASH_OUT,48297.66,23984.0,0.0,112150.23,160447.9,0
860524,CASH_OUT,290033.73,5103.0,0.0,11007.0,0.0,0
861000,TRANSFER,407986.94,0.0,0.0,2623256.09,3031243.03,0
861585,PAYMENT,17238.45,0.0,0.0,0.0,0.0,0
861645,TRANSFER,334276.08,334276.08,0.0,0.0,0.0,1
861646,CASH_OUT,334276.08,334276.08,0.0,318089.61,652365.68,1
861714,CASH_IN,154076.41,90507.0,244583.41,15834.0,0.0,0
863467,CASH_OUT,127482.17,1542.47,0.0,324355.46,383709.53,0
864280,PAYMENT,11664.83,104066.13,92401.29,0.0,0.0,0
864487,CASH_OUT,38887.57,0.0,0.0,1193037.1,1231924.67,0
864835,PAYMENT,12551.38,0.0,0.0,0.0,0.0,0
865170,CASH_IN,77567.55,2109738.53,2187306.08,184821.33,107253.78,0
865195,CASH_OUT,66097.46,0.0,0.0,2623133.01,2689230.46,0
865637,CASH_IN,331820.8,536.0,332356.8,672776.89,340956.1,0
866575,CASH_OUT,50427.11,0.0,0.0,2180853.26,2231280.37,0
868097,CASH_IN,112302.92,101436.0,213738.92,85116.2,0.0,0
868441,PAYMENT,7713.71,76296.71,68583.0,0.0,0.0,0
868721,CASH_OUT,145336.02,0.0,0.0,952872.1,1098208.12,0
869920,CASH_IN,34561.46,14201301.38,14235862.85,900503.93,865942.47,0
870089,TRANSFER,3569720.42,3569720.42,0.0,0.0,0.0,1
870090,CASH_OUT,3569720.42,3569720.42,0.0,0.0,3569720.42,1
870140,TRANSFER,1566057.28,1566057.28,0.0,0.0,0.0,1
870141,CASH_OUT,1566057.28,1566057.28,0.0,0.0,1566057.28,1
872023,TRANSFER,997.98,0.0,0.0,54744.73,55742.71,0
872048,CASH_IN,135592.94,143978.28,279571.22,363113.02,227520.08,0
873520,CASH_OUT,155046.66,0.0,0.0,13340840.77,13495887.43,0
873788,CASH_IN,45835.1,16071.0,61906.1,127696.13,0.0,0
874819,CASH_IN,133984.39,69.0,134053.39,130757.47,0.0,0
875332,TRANSFER,5032484.73,5032484.73,0.0,0.0,0.0,1
875333,CASH_OUT,5032484.73,5032484.73,0.0,873589.17,5906073.9,1
875475,CASH_OUT,155379.94,79938.0,0.0,223564.26,378944.19,0
875575,CASH_OUT,262046.9,0.0,0.0,835309.32,1097356.21,0
876971,CASH_OUT,329852.15,52434.0,0.0,256819.54,586671.69,0
879251,PAYMENT,13942.88,18013.0,4070.12,0.0,0.0,0
879705,PAYMENT,6507.13,0.0,0.0,0.0,0.0,0
879946,CASH_IN,81941.51,299802.0,381743.51,374945.94,293004.42,0
881788,CASH_OUT,381763.77,55154.0,0.0,0.0,381763.77,0
882126,PAYMENT,1028.08,218516.0,217487.92,0.0,0.0,0
882284,TRANSFER,36359.57,36359.57,0.0,0.0,0.0,1
882285,CASH_OUT,36359.57,36359.57,0.0,20206.65,56566.22,1
882410,CASH_IN,116901.69,32152.0,149053.69,0.0,0.0,0
885336,PAYMENT,7639.05,279237.0,271597.95,0.0,0.0,0
885492,CASH_OUT,280049.24,834.0,0.0,650519.8,930569.04,0
885532,PAYMENT,6224.6,1079861.25,1073636.65,0.0,0.0,0
886065,PAYMENT,7183.55,0.0,0.0,0.0,0.0,0
886891,CASH_OUT,79735.42,2356.0,0.0,261061.57,328970.9,0
886906,PAYMENT,4047.79,202177.08,198129.3,0.0,0.0,0
887320,CASH_OUT,19169.75,37515.95,18346.2,479467.1,498636.85,0
887367,CASH_IN,157247.58,81974.0,239221.58,0.0,0.0,0
889234,CASH_OUT,78419.28,164.0,0.0,0.0,78419.28,0
889521,CASH_OUT,85851.13,0.0,0.0,157822.64,243673.78,0
889900,CASH_OUT,98153.44,0.0,0.0,1158709.4,1256862.83,0
890434,TRANSFER,531415.81,0.0,0.0,3101880.03,3633295.84,0
890673,PAYMENT,19423.18,147085.37,127662.19,0.0,0.0,0
891538,CASH_IN,191392.29,0.0,191392.29,4981324.83,4789932.54,0
891996,CASH_OUT,87518.47,15324.0,0.0,479245.89,566764.36,0
892193,PAYMENT,5502.99,15092.0,9589.01,0.0,0.0,0
893048,CASH_OUT,87643.96,0.0,0.0,748206.74,835850.7,0
893090,CASH_OUT,421708.7,783.0,0.0,0.0,421708.7,0
895704,PAYMENT,11253.29,131093.15,119839.85,0.0,0.0,0
896003,TRANSFER,506867.52,506867.52,0.0,0.0,0.0,1
896004,CASH_OUT,506867.52,506867.52,0.0,0.0,458682.99,1
896595,TRANSFER,1409056.07,0.0,0.0,3008859.77,4417915.85,0
896952,CASH_OUT,83404.78,0.0,0.0,274120.42,357525.2,0
897465,PAYMENT,23499.48,61899.65,38400.17,0.0,0.0,0
898076,CASH_OUT,358111.69,146.0,0.0,107639.32,465751.01,0
899097,CASH_IN,282668.85,92497.0,375165.85,2443905.25,2056121.93,0
899577,TRANSFER,1917497.63,1917497.63,0.0,0.0,0.0,1
899578,CASH_OUT,1917497.63,1917497.63,0.0,173507.14,2091004.76,1
900128,PAYMENT,2143.62,0.0,0.0,0.0,0.0,0
902468,PAYMENT,8644.85,39053.08,30408.23,0.0,0.0,0
902537,CASH_OUT,226820.6,0.0,0.0,1252522.04,1479342.65,0
904562,CASH_OUT,106135.96,0.0,0.0,7301304.47,7407440.42,0
904889,PAYMENT,6780.68,111040.61,104259.94,0.0,0.0,0
905607,CASH_OUT,823.19,0.0,0.0,69923.0,70746.19,0
907006,PAYMENT,12254.45,61140.0,48885.55,0.0,0.0,0
908484,PAYMENT,14765.65,58.0,0.0,0.0,0.0,0
908513,CASH_IN,298326.02,1203.0,299529.02,388559.89,90233.86,0
909577,CASH_OUT,100831.57,58342.0,0.0,1524599.39,1625430.97,0
910002,PAYMENT,430.32,165945.83,165515.51,0.0,0.0,0
910477,PAYMENT,12115.89,704420.32,692304.44,0.0,0.0,0
910995,CASH_IN,46853.65,7417300.89,7464154.54,7591932.81,7545079.16,0
911093,TRANSFER,2395222.62,0.0,0.0,3775719.08,6170941.71,0
911164,CASH_OUT,98311.99,150.0,0.0,346165.58,444477.57,0
911570,CASH_OUT,255503.89,34793.0,0.0,3228036.39,3483540.28,0
911853,TRANSFER,29988.0,29988.0,0.0,0.0,0.0,1
911854,CASH_OUT,29988.0,29988.0,0.0,0.0,29988.0,1
912415,CASH_OUT,88875.25,0.0,0.0,956822.44,1045697.7,0
912600,CASH_OUT,115995.14,0.0,0.0,225178.36,341173.5,0
913179,CASH_OUT,242749.41,20629.0,0.0,92852.62,335602.03,0
913993,PAYMENT,10227.05,150534.9,140307.86,0.0,0.0,0
914214,TRANSFER,271164.18,226617.0,0.0,0.0,271164.18,0
915271,CASH_IN,2631.58,2989309.27,2991940.85,953252.26,950620.69,0
915545,CASH_OUT,252861.05,0.0,0.0,7341542.95,7658383.05,0
916134,CASH_IN,189644.23,66443.0,256087.23,3089649.03,2692059.56,0
918607,CASH_OUT,159877.3,2622.0,0.0,16613.87,176491.17,0
919658,TRANSFER,350789.59,350789.59,0.0,0.0,276871.71,1
919659,CASH_OUT,350789.59,350789.59,0.0,8785008.75,9135798.34,1
920521,TRANSFER,1395850.55,0.0,0.0,260806.21,1656656.77,1
921061,PAYMENT,4809.06,0.0,0.0,0.0,0.0,0
922746,CASH_OUT,543143.95,0.0,0.0,7230437.9,7773581.85,0
923625,CASH_OUT,289715.49,0.0,0.0,903802.3,1193517.8,0
923732,CASH_IN,57191.27,16140.0,73331.27,345760.35,288569.07,0
923862,PAYMENT,9887.42,0.0,0.0,0.0,0.0,0
925572,PAYMENT,3228.23,106575.38,103347.15,0.0,0.0,0
925973,PAYMENT,746.89,0.0,0.0,0.0,0.0,0
926972,CASH_OUT,14521.76,34595.0,20073.24,788722.02,803243.78,0
927554,PAYMENT,8656.95,29059.85,20402.9,0.0,0.0,0
928023,CASH_OUT,59116.48,99063.0,39946.52,4380298.33,4337474.78,0
928587,CASH_IN,208849.19,303055.78,511904.97,126263.21,0.0,0
929082,PAYMENT,5608.43,0.0,0.0,0.0,0.0,0
929776,TRANSFER,93459.89,93459.89,0.0,0.0,0.0,1
929777,CASH_OUT,93459.89,93459.89,0.0,15825.7,109285.59,1
930092,CASH_OUT,233017.0,11326.0,0.0,0.0,233017.0,0
932021,CASH_IN,103864.17,245394.27,349258.44,2738941.11,2635076.94,0
933732,PAYMENT,6110.23,0.0,0.0,0.0,0.0,0
934819,PAYMENT,14202.08,33930.0,19727.92,0.0,0.0,0
935795,CASH_OUT,178312.72,0.0,0.0,307938.17,857424.12,0
936783,TRANSFER,435166.65,435166.65,0.0,0.0,0.0,1
936784,CASH_OUT,435166.65,435166.65,0.0,449215.85,884382.5,1
939239,PAYMENT,16812.15,0.0,0.0,0.0,0.0,0
939672,CASH_IN,140263.83,610205.78,750469.61,3988539.1,3848275.27,0
941414,TRANSFER,21987.0,21987.0,0.0,0.0,0.0,1
941415,CASH_OUT,21987.0,21987.0,0.0,123690.93,145677.94,1
942778,PAYMENT,3111.92,11436.0,8324.08,0.0,0.0,0
943064,CASH_OUT,546472.19,0.0,0.0,781186.52,1802962.71,0
943339,CASH_OUT,33063.28,0.0,0.0,494984.11,528047.39,0
945639,TRANSFER,362152.77,362152.77,0.0,0.0,0.0,1
945640,CASH_OUT,362152.77,362152.77,0.0,282809.47,644962.23,1
945823,PAYMENT,5817.42,293110.0,287292.58,0.0,0.0,0
946102,CASH_IN,63574.52,15694.0,79268.52,0.0,0.0,0
946220,CASH_OUT,52171.95,14751.0,0.0,0.0,52171.95,0
946344,CASH_IN,199190.54,7741931.33,7941121.87,216771.16,17580.62,0
947009,CASH_OUT,4260.85,0.0,0.0,174864.6,179125.46,0
948700,PAYMENT,19192.48,110143.0,90950.52,0.0,0.0,0
949038,CASH_OUT,109426.61,0.0,0.0,142511.02,251937.62,0
950846,CASH_OUT,150191.1,0.0,0.0,3816317.3,3966508.4,0
954282,CASH_OUT,124881.03,34312.0,0.0,340304.87,141930.72,0
954875,CASH_OUT,279323.71,134548.75,0.0,5222692.59,5502016.3,0
955157,TRANSFER,1649818.97,1649818.97,0.0,0.0,0.0,1
955158,CASH_OUT,1649818.97,1649818.97,0.0,560704.68,2210523.64,1
955240,CASH_IN,42033.88,3632057.59,3674091.47,259239.0,0.0,0
955710,PAYMENT,19061.67,0.0,0.0,0.0,0.0,0
956900,TRANSFER,387952.42,387952.42,0.0,0.0,0.0,1
956901,CASH_OUT,387952.42,387952.42,0.0,2070655.98,2222177.16,1
957577,PAYMENT,785.46,59663.57,58878.1,0.0,0.0,0
957696,CASH_OUT,208517.42,19897.0,0.0,4343874.55,4662642.13,0
958503,TRANSFER,762182.35,193246.0,0.0,132926.73,895109.07,0
958716,TRANSFER,44571.94,44571.94,0.0,0.0,0.0,1
958717,CASH_OUT,44571.94,44571.94,0.0,11984.0,0.0,1
959214,CASH_IN,54233.62,24878.0,79111.62,3627557.14,3573323.53,0
960218,CASH_IN,144945.99,2702541.77,2847487.76,19916702.92,19771756.93,0
960909,TRANSFER,534255.94,534255.94,0.0,0.0,0.0,1
960910,CASH_OUT,534255.94,534255.94,0.0,24559.0,558814.94,1
961471,PAYMENT,14269.07,27442.16,13173.09,0.0,0.0,0
962098,CASH_IN,72378.17,2061747.86,2134126.02,259527.85,187149.69,0
962366,CASH_OUT,187333.99,1005.0,0.0,0.0,187333.99,0
963339,PAYMENT,7141.64,304424.0,297282.36,0.0,0.0,0
964383,CASH_OUT,217138.33,71438.0,0.0,257682.37,474820.71,0
965254,PAYMENT,4232.63,11524.0,7291.37,0.0,0.0,0
966148,CASH_OUT,387384.0,0.0,0.0,1329523.34,1716907.34,0
967061,PAYMENT,7876.73,414743.61,406866.88,0.0,0.0,0
967235,CASH_IN,45831.46,366923.47,412754.93,412403.81,366572.35,0
968614,PAYMENT,27778.24,0.0,0.0,0.0,0.0,0
970172,CASH_OUT,235888.47,0.0,0.0,589293.42,1538398.68,0
970807,PAYMENT,3687.94,0.0,0.0,0.0,0.0,0
971275,TRANSFER,614182.85,125105.0,0.0,177321.56,791504.41,0
971347,CASH_IN,64533.39,98103.09,162636.49,172886.97,108353.57,0
971824,PAYMENT,6604.26,18169.0,11564.74,0.0,0.0,0
971995,PAYMENT,683.37,2051.0,1367.63,0.0,0.0,0
972569,CASH_OUT,209905.92,0.0,0.0,536866.69,746772.61,0
974049,PAYMENT,1298.54,188.0,0.0,0.0,0.0,0
974209,TRANSFER,177525.64,0.0,0.0,305154.11,482679.75,0
974282,CASH_OUT,50169.87,0.0,0.0,812278.43,862448.3,0
975732,PAYMENT,9041.9,10676.0,1634.1,0.0,0.0,0
975991,CASH_IN,38359.69,87.0,38446.69,685168.7,646809.01,0
976059,PAYMENT,10412.28,0.0,0.0,0.0,0.0,0
977466,PAYMENT,11615.22,172591.62,160976.4,0.0,0.0,0
977980,CASH_IN,276634.73,952856.1,1229490.83,5188507.73,4911873.0,0
979261,CASH_OUT,222586.91,0.0,0.0,1515728.89,1738315.79,0
980076,PAYMENT,11194.55,1537.0,0.0,0.0,0.0,0
980441,CASH_IN,116261.48,17171399.22,17287660.7,969946.62,853685.13,0
982594,CASH_OUT,243542.52,0.0,0.0,297988.01,541530.52,0
984034,CASH_OUT,109829.44,20045.0,0.0,110519.1,220348.54,0
984048,CASH_OUT,93934.2,102577.0,8642.8,242524.52,336458.72,0
985194,TRANSFER,213983.59,213983.59,0.0,0.0,0.0,1
985195,CASH_OUT,213983.59,213983.59,0.0,0.0,213983.59,1
985360,CASH_OUT,192207.15,142659.64,0.0,112325.09,304532.24,0
985996,TRANSFER,217255.97,217255.97,0.0,0.0,0.0,1
985997,CASH_OUT,217255.97,217255.97,0.0,2115234.86,2332490.82,1
989245,CASH_IN,66451.51,220.0,66671.51,0.0,0.0,0
989564,PAYMENT,1842.52,14844.0,13001.48,0.0,0.0,0
990480,CASH_IN,171371.58,78919.0,250290.58,0.0,0.0,0
990805,PAYMENT,4803.3,11245.95,6442.65,0.0,0.0,0
991416,PAYMENT,13252.42,11874.0,0.0,0.0,0.0,0
992009,CASH_IN,251741.14,6380444.79,6632185.93,1153849.17,902108.03,0
992140,TRANSFER,1069508.42,1069508.42,0.0,0.0,0.0,1
992141,CASH_OUT,1069508.42,1069508.42,0.0,172254.0,1439496.96,1
992353,DEBIT,2846.51,27764.0,24917.49,297306.52,300153.03,0
992454,CASH_IN,65459.63,7662128.85,7727588.48,81831.88,16372.24,0
992926,CASH_OUT,62746.61,0.0,0.0,1089257.91,1152004.52,0
993129,CASH_OUT,138950.02,0.0,0.0,1506137.97,1659272.43,0
993957,CASH_IN,63368.69,5165845.5,5229214.19,125588.58,62219.89,0
994571,CASH_OUT,13227.7,107943.0,94715.3,2276030.81,2684843.68,0
994790,TRANSFER,5188875.35,5188875.35,0.0,0.0,0.0,1
994791,CASH_OUT,5188875.35,5188875.35,0.0,11465.0,5020573.28,1
995662,TRANSFER,4919642.57,4919642.57,0.0,0.0,0.0,1
995663,CASH_OUT,4919642.57,4919642.57,0.0,1414095.92,6333738.49,1
996431,PAYMENT,8850.16,463.0,0.0,0.0,0.0,0
997229,PAYMENT,5520.29,89639.0,84118.71,0.0,0.0,0
997678,CASH_OUT,39653.73,0.0,0.0,323993.29,363647.02,0
998512,TRANSFER,357836.57,357836.57,0.0,0.0,0.0,1
998513,CASH_OUT,357836.57,357836.57,0.0,51217.85,409054.43,1
999163,CASH_IN,108605.57,21037.0,129642.57,2887181.03,2778575.47,0
999221,TRANSFER,155761.29,155761.29,0.0,0.0,0.0,1
999222,CASH_OUT,155761.29,155761.29,0.0,192775.45,348536.74,1
999453,TRANSFER,7335355.57,7335355.57,0.0,0.0,0.0,1
999454,CASH_OUT,7335355.57,7335355.57,0.0,702100.11,8037455.68,1
1000147,PAYMENT,2266.65,30574.0,28307.35,0.0,0.0,0
1000613,CASH_IN,95340.01,1685919.87,1781259.88,1185698.37,1090358.35,0
1002333,PAYMENT,6428.39,2231.0,0.0,0.0,0.0,0
1003883,PAYMENT,1559.93,7700.8,6140.87,0.0,0.0,0
1004111,TRANSFER,288797.56,29742.58,0.0,12614824.49,12903622.05,0
1005088,TRANSFER,9977761.05,9977761.05,0.0,0.0,0.0,1
1005089,CASH_OUT,9977761.05,9977761.05,0.0,0.0,9977761.05,1
1005246,TRANSFER,35016.23,35016.23,0.0,0.0,0.0,1
1005247,CASH_OUT,35016.23,35016.23,0.0,65435.34,100451.57,1
1006042,TRANSFER,71372.0,71372.0,0.0,0.0,0.0,1
1006043,CASH_OUT,71372.0,71372.0,0.0,613464.04,684836.04,1
1006273,CASH_OUT,75641.07,0.0,0.0,380924.44,456565.51,0
1006672,CASH_OUT,15724.16,10892.0,0.0,2428289.62,2444013.78,0
1007389,CASH_OUT,9635.47,307.0,0.0,161615.18,171250.65,0
1007888,TRANSFER,945131.85,945131.85,0.0,0.0,0.0,1
1007889,CASH_OUT,945131.85,945131.85,0.0,119561.47,1064693.32,1
1008304,PAYMENT,10124.59,11575.99,1451.4,0.0,0.0,0
1008621,CASH_IN,138734.19,5751985.59,5890719.78,2672176.47,2533442.28,0
1010112,PAYMENT,21560.94,91762.0,70201.06,0.0,0.0,0
1010582,CASH_OUT,79222.41,0.0,0.0,325757.92,404980.33,0
1010944,CASH_OUT,384877.47,0.0,0.0,1145347.1,1530224.57,0
1012009,CASH_IN,117703.77,3170215.68,3287919.46,352557.68,234853.91,0
1012124,TRANSFER,736370.54,736370.54,0.0,0.0,0.0,1
1012125,CASH_OUT,736370.54,736370.54,0.0,556478.62,1292849.15,1
1012993,TRANSFER,82971.91,82971.91,0.0,0.0,0.0,1
1012994,CASH_OUT,82971.91,82971.91,0.0,39316.96,122288.87,1
1013797,PAYMENT,1340.82,0.0,0.0,0.0,0.0,0
1013893,TRANSFER,585010.21,585010.21,0.0,0.0,0.0,1
1013894,CASH_OUT,585010.21,585010.21,0.0,15969.08,600979.29,1
1015093,CASH_IN,137913.72,3232498.58,3370412.3,485025.03,347111.31,0
1015255,TRANSFER,225850.53,225850.53,0.0,0.0,0.0,1
1015256,CASH_OUT,225850.53,225850.53,0.0,5063600.9,5289451.43,1
1015514,TRANSFER,243028.65,243028.65,0.0,0.0,0.0,1
1015515,CASH_OUT,243028.65,243028.65,0.0,441285.14,684313.79,1
1015713,TRANSFER,2249574.01,2249574.01,0.0,0.0,0.0,1
1015714,CASH_OUT,2249574.01,2249574.01,0.0,3785286.98,6034861.0,1
1015753,PAYMENT,9057.33,140.0,0.0,0.0,0.0,0
1016559,PAYMENT,13552.44,21032.0,7479.56,0.0,0.0,0
1016743,TRANSFER,13172.17,13172.17,0.0,0.0,0.0,1
1016744,CASH_OUT,13172.17,13172.17,0.0,0.0,13172.17,1
1016898,TRANSFER,61487.67,61487.67,0.0,0.0,0.0,1
1016899,CASH_OUT,61487.67,61487.67,0.0,0.0,61487.67,1
1016916,PAYMENT,3679.03,51414.0,47734.97,0.0,0.0,0
1017575,PAYMENT,6614.67,51221.0,44606.33,0.0,0.0,0
1018658,TRANSFER,156011.24,156011.24,0.0,0.0,0.0,1
1018659,CASH_OUT,156011.24,156011.24,0.0,152239.96,308251.2,1
1018716,PAYMENT,2656.53,14657.03,12000.5,0.0,0.0,0
1018854,CASH_OUT,333423.59,0.0,0.0,387860.66,721284.25,0
1019074,TRANSFER,36532.84,36532.84,0.0,0.0,0.0,1
1019075,CASH_OUT,36532.84,36532.84,0.0,0.0,36532.84,1
1019846,CASH_OUT,34179.69,0.0,0.0,139602.9,173782.59,0
1020146,PAYMENT,2020.32,30170.0,28149.68,0.0,0.0,0
1020374,PAYMENT,7521.05,0.0,0.0,0.0,0.0,0
1021081,TRANSFER,827921.27,827921.27,0.0,0.0,0.0,1
1021082,CASH_OUT,827921.27,827921.27,0.0,1025081.63,1853002.91,1
1021189,PAYMENT,545.99,228431.0,227885.01,0.0,0.0,0
